unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
"B000AQFQC6:if_it_seems_to_good_to_be_true,_it_is!:l._jordan",B000AQFQC6,"House Foods America Corporation Tofu Shirataki, Fettuccini Shaped Tofu, 8.00 oz: Gourmet Food",gourmet food,17 of 20,1.0,"If it seems to good to be true, IT IS!","June 7, 2006",L. Jordan,NY,"I was dying to get my hands on these after reading such wonderful endorsements.  I had nothing but high hopes.  I was totally open minded.  I thought it seemed too good to be true (low cal no carb noodles!) but hey, I'm an optimist.  Guess what? It is too good to be true!  I read about washing them and drying them.  I did.  No problem.  I added sauce.  I put them in my mouth.  The taste was not the problem it was the texture.  It was seriously like chewing rubber bands.  No noodle resemblence whatsoever.  I honestly can't understand those who rave about these, but, hey, to each his own"
"B000AQFQC6:ew.:heather_l._hurd_""bibliophile_extraordinaire""",B000AQFQC6,"House Foods America Corporation Tofu Shirataki, Fettuccini Shaped Tofu, 8.00 oz: Gourmet Food",gourmet food,9 of 13,1.0,Ew.,"April 17, 2006","Heather L. Hurd ""Bibliophile Extraordinaire""","Annapolis, Maryland United States","These noodles have a terrible, squidy texture and a wholly unpleasant smell.  They cook strangely and taste odd"
"B0000CERYN:not_what_i_was_looking_for......:an_avid_speed_reader_""rbp""",B0000CERYN,"Oolong Teas Sampler, 4 tins: Gourmet Food",gourmet food,,1.0,Not what I was looking for......,"March 16, 2007","An avid speed reader ""RBP""",NH United States,"I was on a search to find a great oolong tea.  This set contained one somewhat weak black tea, two green teas, and a VERY strong jasmine. I much prefer black teas so tried one cup of each and then gave these away. Perhaps if you have a more exotic tea taste, this would be a better choice for you than it was for me. So far, the very inexpensive Bigelow oolong has come closest to a true oolong black cup of tea."
"B00017LF24:not_popcorn_salt,_just_regular_salt_at_twice_the_price:marshall_l._kiker_""mkiker2089""",B00017LF24,Popcorn Salt: Gourmet Food,gourmet food,,1.0,"not popcorn salt, just regular salt at twice the price","April 14, 2007","Marshall L. Kiker ""mkiker2089""","Kannapolis, NC USA","Fine cut, diamond texture whatever, it's missing the thing vital to really be popcorn salt and that is the flavor that true popcorn salt has. Slightly buttery, very strong, and always good. There;s a trend lately to re-lable regular salt as popcorn salt, this trend needs to stop"
B0008D6TF4:disappointing:michelle_moyer,B0008D6TF4,Multi Color Edible Glitter: Gourmet Food,gourmet food,1 of 1,2.0,Disappointing,"January 25, 2007",Michelle Moyer,"Bartlett, TN United States",Glitter was pretty on my pastries but I was under the impression it would be flavorless and it actually had a yucky aftertaste
"B0000DH98W:go_to_your_butcher:d._jandreau_""frnchydanno""",B0000DH98W,"Omaha Steaks Filet Mignons, (16) 4 Ounce: Gourmet Food",gourmet food,3 of 3,1.0,Go to your butcher,"May 1, 2006","D. Jandreau ""frnchydanno""","Salem, NH United States","I used to give Omaha Steaks as gifts, thinking i'm giving a good gift. Recently, I ordered these for myself and was embarassed.  
These steaks are yummy but are tiny, don't let the pictures fool you. They are small to begin with & after cooking are laughably tiny. Add the cost for the expensive shipping and handling, I could have done much better at my local butcher/supermarket. Save your money."
B000JNYRCK:misleading_product_photo:nick_stewart,B000JNYRCK,Ultimate Dark Hot Drinking Chocolate: Gourmet Food,gourmet food,2 of 2,1.0,Misleading product photo,"February 24, 2007",Nick Stewart,"Houston, TX","The photo shows four containers, each 9oz.  The product is actually only one 9oz. container.  Very misleading, possibly intentionally so.  Also, shipping costs $10 for a $9 product?  Give me a break!  On top of it all the chocolate is nothing special, you can get 16oz containers of Ghiradelli drinking chocolate in specialty shops for $10 which tastes better"
"B0000DBN1Q:should_make_bigger_boxes:mister_quickly_""amazon_epicurean""",B0000DBN1Q,"Tazo Green Ginger Tea, 24 Tea Bags: Gourmet Food",gourmet food,6 of 12,2.0,should make bigger boxes,"December 12, 2004","Mister Quickly ""Amazon epicurean""","Victoria, BC Canada","24 teabags isn't even enough for one pot. Perhaps my tastes run contrary to the mainstream, but I like my tea very strong."
"B0000DBN1Q:no_sir,_i_don't_like_it!:l._crocker_""rocky_horror_fan""",B0000DBN1Q,"Tazo Green Ginger Tea, 24 Tea Bags: Gourmet Food",gourmet food,2 of 3,1.0,"No sir, I don't like it!","August 13, 2004","L. Crocker ""Rocky Horror fan""","Amarillo, TX  USA","This tea is very bitter.  It is very aromatic.  It does smell nice and exotic, but it was just too much for my simple tastebuds"
B0009K3R1A:threw_it_away:emily_g._miller,B0009K3R1A,Thick French/African Hot Chocolate - European style: Gourmet Food,gourmet food,0 of 1,1.0,threw it away,"February 23, 2007",Emily G. Miller,,"This was a bomb. It was guilt inducing because I had to throw it away. I got two of them,like an idiot."
B0000WEV58:tazo_-_how_did_this_stuff_ever_catch_on?:i._j_zelo,B0000WEV58,Tazo Awake Tea Bags 48-pc.: Gourmet Food,gourmet food,4 of 7,1.0,Tazo - how did this stuff ever catch on?,"December 2, 2005",I. J Zelo,"Seattle, WA","Good black tea is not hard to find - just hard to find in your grocery store.  

The honest truth is that Tazo really does not make many, if any really good teas.  This, in particular, is one of their worst.  It is bitter and leaves a bad taste in your mouth immediately.

Every time i get stuck in a starbucks with friends i am faced with the choice - tea, chai or steamed milk.  Every time i cave in and give Tazo another chance it disappoints me.  If you want a good black tea look for a local tea shop and let them brew you a few cups.  Try a keemun, a lapsang and maybe golden dianhong and see how it goes.  If you really want to kick it up a notch look for a 
Cameroonian black.

take it from someone who really loves tea, this stuff is not worth your time.  and when you get good tea, please don't brew it in your coffee maker"
B0000DJ873:very_dissapointed:heather,B0000DJ873,"Omaha Steaks Top Sirloins, (6) 6 Ounce: Gourmet Food",gourmet food,21 of 27,2.0,very dissapointed,"September 12, 2005",heather,"frisco, texas","We were  really looking forward to having some Omaha Steaks again. Unfortunately, every steak had grissle and was very tuff. The flavor was not what we remebered either, they were very bland. I could have gotten a better steak at the supermarket and saved myself alot of money"
B0000GH6WY:not_very_sexy:austin_glenn,B0000GH6WY,"Nido Powder Milk, 360 grms: Gourmet Food",gourmet food,3 of 17,2.0,not very sexy,"August 5, 2006",austin glenn,"Rock and Roll, texas United States","I proceeded to open the container then pour it all over myself, in front of my girlfriend. Imagine my embarassment with poweder all over myself.

Needless to say the evening did not go as planned.

Though I did take a bath, and the water did taste an awfully lot like milk.

My fault though, for thinking the company was Nido Powde"
"B0001AV4RC:personal_preference:b._cohn_""booklust""",B0001AV4RC,Illy Decaffeinated Whole Bean Coffee 8.8-oz.: Gourmet Food,gourmet food,,2.0,Personal preference,"January 30, 2007","B. Cohn ""booklust""",Montana,"I think coffee taste is more of a personal preference, but I was not fond of this decaf coffee.  I always drink my coffee black and I didn't get the rich coffee taste that I like with the Don Francisco brand.  Illy has a great reputation so I am guessing their non-decaf coffee is outstanding, they just need a little work with the decaf"
"B00013C2WK:worst_shipping:s._yoon_""unhappy_customer""",B00013C2WK,Starbucks Assortment: Gourmet Food,gourmet food,1 of 3,1.0,Worst shipping,"January 4, 2007","S. Yoon ""unhappy customer""",USA,"I ordered this item on December 13, but it's not deilivered yet as of Jan 3. HORRIBLE SHIPPING!!"
B00013C2WK:beautiful_basket_but_horrible_shipping:anonymous,B00013C2WK,Starbucks Assortment: Gourmet Food,gourmet food,12 of 15,2.0,Beautiful basket but horrible shipping,"December 22, 2004",anonymous,United States,"I ordered this item in late November, got a shipping notice on December 4th, and it took until December 22 for it to arrive to it's destination.  Customer service blamed problems with FEDEX, FEDEX blamed the company.  I would NOT order from this company.  I got the runaround for 2 weeks and item arrived 1 week later than what it was promised"
"B00017LEXE:shipping_is_insane!!!:keith_alan_shepard_""anime_nutjob""",B00017LEXE,Amish Country Baby White Popcorn - 2lb.: Gourmet Food,gourmet food,,1.0,Shipping is INSANE!!!,"January 26, 2007","Keith Alan Shepard ""anime nutjob""",,"I love the popcorn, but the shipping costs are INSANE!! A total rip off. Wabash Valley Farms or Amazon or whoever is charging the shipping is out of their mind. 5 Stars for the popcorn. Minus 4 stars for the terrible cost associated with shipping. Argh...Yes, the popcorn is tender and luscious, and it melts in your mouth like you're eating cooked grasshoppers, but come on!!! Can't you ship this product for less?

Shipping the 6 pound bag is even worse. *sigh* Too bad really"
"B00032AKBY:uht_milk_better_and_cheaper_in_uk,_not_considered_a_gourmet_food:milk_man",B00032AKBY,"Parmalat Long Life Whole Milk, 3 - 8 fl oz Boxes, 24 fl oz: Gourmet Food",gourmet food,1 of 1,2.0,"UHT milk better and cheaper in UK, not considered a gourmet food","January 5, 2007",milk man,USA New Jersey,"I can't believe that this is considered a ""Gourmet Food"". In the UK long life UHT milk is an excellent standby when you run out of fresh milk, and it tastes much better than this Parmalat. OK, brands differ and taste is a matter of preference and there are mixed opinions as to whether the UK UHT milk tastes as good as pasturised, but many are just as happy with it as fresh. There is no way that the Parmalat could be mistaken for fresh milk.

And how expensive. Just add Gourmet to the title and up the price! In the UK it is similar or cheaper than fresh milk.

I can't understand why it is not more available in the USA."
B00032AKBY:pramalat:joyce_m._gandelman,B00032AKBY,"Parmalat Long Life Whole Milk, 3 - 8 fl oz Boxes, 24 fl oz: Gourmet Food",gourmet food,2 of 2,2.0,Pramalat,"March 13, 2006",Joyce M. Gandelman,"Stockton, California","I expected Parmalat brand milk but received a different brand altogether. I also excpected this to have a long shelf life, not just a few months. I thought the product was overpriced for what I received"
"B0000TL5Y6:kind_folks,_lousy_product:nicholas_moore",B0000TL5Y6,"Melissa's Spring Roll Wrappers/Rice Papers, 3 Packages (12 Oz): Gourmet Food",gourmet food,5 of 5,1.0,"kind folks, lousy product","March 1, 2006",Nicholas Moore,,"first I was sent strange spring roll wrappers that were totally moldy - Melissa responded quickly and kindly - and proceeded to send me wrappers that were totally stale, dry and were crubling out of the not so air tight plastic wrapping - just dreadfu"
B00025A70G:no_usda_grade_to_their_meat:a._lupher,B00025A70G,Omaha Steaks The Terrific Twosome: Gourmet Food,gourmet food,,1.0,no USDA grade to their meat,"April 12, 2007",A. Lupher,,"Omaha doesn't grade their meat - consequently you don't know if you are purchasing Prime, Choice, Select or worse and from what we have sampled I doubt that it is any better then Select and maybe not that as we've had some skunked steaks"
B0007UXIW0:shoumei_white_tea_is_okay:xenia_f._woods,B0007UXIW0,FooJoy Shoumei White Tea - 100 Individually Wrapped Tea Bags (7.0 Oz): Gourmet Food,gourmet food,5 of 7,2.0,Shoumei White Tea is okay,"September 12, 2005",Xenia F. Woods,"Eureka, CA United States",I really prefer the Shoumei Green Tea which is one of the only green teas I can find that isn't bitter. The white tea doesn't have any sweetness to it and isn't much fun to drink. I only drink it because it's good for me.
"B0000DH98Z:tough_steaks:john_chauvin_""john""",B0000DH98Z,"Omaha Steaks Filet Mignons, (4) 6 Ounce: Gourmet Food",gourmet food,2 of 2,1.0,tough steaks,"January 18, 2007","John Chauvin ""John""","Nashville, Tn",I was thoroughly disappointed with the product.  They were not all that tender and certainly not worth what I paid for the produc
B0000DH98Z:the_harlem_globetrotters_would_have_a_field_day_with_this:kirk_davis,B0000DH98Z,"Omaha Steaks Filet Mignons, (4) 6 Ounce: Gourmet Food",gourmet food,9 of 80,1.0,The Harlem Globetrotters would have a field day with this,"June 7, 2005",Kirk Davis,Oslo,"These steaks dribble like a basketball and shoot like a dream. They should include a backboard, rim, and net with these. And some cheerleaders wouldn't hurt, either"
"B000HIE69Q:product_was_cheaper_at_northgate:j._bush_""anomy""",B000HIE69Q,Godiba Chocolate: Milk Chocolate Lover's Gift Basket: Gourmet Food,gourmet food,0 of 1,2.0,product was cheaper at Northgate,"January 18, 2007","J. bush ""anomy""",seattle wa usa,paying 25% for shipping and handeling was a bit much.
B000328MWI:wait_a_couple_days_before_you_review.....:paul,B000328MWI,"California Green Seedless Grapes, 1 lbs: Gourmet Food",gourmet food,9 of 13,1.0,Wait a couple days before you review.....,"October 14, 2006",paul,los angeles,"I have multiple concerns with this product. Out of the box, they really do look fresh and plump like they do in the picture. 

However, you soon notice the lack of instructions. None. The only documentation at all is a ""California"" sticker... with no reference to a web site. Nada.

My grapes broke quickly. When I received them they looked just like the picture. But in a couple days I started noticing they weren't as plump and were shriveling. Withing a week, many were brown and certainly lacked freshness. It was so bad, that I was in shock, and I kept holding up the picture next to them to compare because I couldn't believe it. It was like they were deteriorating right before my eyes.

Within a month they looked awful. They looked like moldy raisins. Really Moldy.

Not recommended"
"B000328MWI:concerns:hosen_gepinkelt_""itchy_cook""",B000328MWI,"California Green Seedless Grapes, 1 lbs: Gourmet Food",gourmet food,4 of 8,2.0,Concerns,"September 2, 2006","Hosen Gepinkelt ""itchy cook""","Appenzell, Switzerland","frankly, it was a bit grapey.  wouldn't dare try stuffing it into any orifice, probably too fragile"
"B000CRZ84O:foojoy_lungching...i_missed_the_""joy""_part:lokeedone_""lokeed4life""",B000CRZ84O,Foojoy Lungching (Dragonwell) Green Tea - 100 Individually Wrapped Tea Bags (7.0 Oz): Gourmet Food,gourmet food,3 of 7,2.0,"FOOJOY LUNGCHING...I MISSED THE ""JOY"" PART","September 24, 2005","lokeedone ""lokeed4life""","Rockford, Illinois United States","I thought that I would try out this product, since i've tried a number of green teas, and after trying this I was not at all impressed with it by any means.  I don't recommend this product...there was no kind of ""flavor"" to this to me, and i've been all over the orients.  Just my opinion, but hope someone else enjoys it better than I did"
B000328PLQ:ripoff!:food_maven,B000328PLQ,"Fresh Vine Ripe Tomatoes, 1 lbs: Gourmet Food",gourmet food,18 of 24,1.0,Ripoff!,"August 10, 2006",Food Maven,"Tuscaloosa, Hell (Seventh Circle","I thought my Fresh Vine Ripe Tomatoes would come whole.  Instead, as you can see from the graphic, I received five whole tomatoes and one that had already been cut in half.  Yes, half a tomato.  The half-tomato in my package had dripped on the other ones and made quite a mess.  In fact, the resulting tomato juice ate a hole through the box they arrived in, making a puddle on the floor that was small, but big enough to trip the UPS guy.  He fell and fractured his spine, and now he's paralyzed.  His wife and nine children are destitute, all thanks to these vine-ripened tomatoes.

In conclusion, I think this packaging is just a bad idea"
"B000328PLQ:i_just_cannot_say_enough_bad_things_about_tomatoes:jason_jackson_""jason_lee_jackson""",B000328PLQ,"Fresh Vine Ripe Tomatoes, 1 lbs: Gourmet Food",gourmet food,6 of 17,1.0,I just cannot say enough bad things about tomatoes,"August 5, 2006","Jason Jackson ""jason_lee_jackson""","Austin, TX United States","So really, how important is this fruit, err vegetable, err fruit?  I mean, I like salsa, and a hamburger just would not be the same without catsup, err ketchup.  Come to think of it, spaghetti would not be the same either.  But eating these things plain is just silly.  The taste is not so bad, but the consistency is all messed up.

In conclusion, if you must have some tomato in your diet, please purchase tomato related products and not the tomato itself.  And why the heck isn't it spelled ""tomatoe""?  Why is the ""e"" added for the plural form?  What gives"
"B000328PLQ:you_say_tomato,_i_say_murder!:mark_twain",B000328PLQ,"Fresh Vine Ripe Tomatoes, 1 lbs: Gourmet Food",gourmet food,22 of 29,1.0,"You say tomato, I say murder!","June 20, 2006",Mark Twain,Heaven,"I have mixed feelings about tomatoes.

One time a tomato ate both of my parents. On the other hand, they can be made into apple pies.

In conclusion, I am a tomato"
B000328PLQ:meh:general_zombie,B000328PLQ,"Fresh Vine Ripe Tomatoes, 1 lbs: Gourmet Food",gourmet food,11 of 22,2.0,Meh,"April 10, 2006",General Zombie,the West,"I find tomatoes to be overrated.  They're an important ingredient in many things, obviously, but as an item themselves they're of limited use.  They taste alright, but their texture is too screwed up.  The only time I ever really eat raw tomatoes is on hamburgers and sandwiches, and usually prefer not to have them, as they destablilize the whole sandwich so that it all falls apart.  Obnoxious, that is"
B00012182G:very_disappointed...:timcd,B00012182G,Fresh Whole Rabbit: Gourmet Food,gourmet food,46 of 62,2.0,very disappointed...,"February 14, 2007",timcd,"Germantown, MD","Thought it would make a cute Easter gift, no one else thought so, kids are in counselling now. Apparently I'm the only one with a sense of humor in this family.
 At least it's a hit with the dog, one extra star for that. I'm way too scared to even try to take it away from him, he loves it so much. 'Heh, OK SirFluffles,' I say to him, 'it's YOUR fresh whole rabbit.'"
B00012182G:disgusting_picture_of_a_dead_rabbit:helen_m._thomas,B00012182G,Fresh Whole Rabbit: Gourmet Food,gourmet food,4 of 59,1.0,Disgusting Picture of a Dead Rabbit,"February 6, 2007",Helen M. Thomas,"Edgecliff Village, TX, USA","What is wrong with you?  This is not something I want to see a picture of, let alone buy.  (With or without its head and feet.) My actual rating is zero or negative stars, but my comments couldn't be posted without a star"
B00012182G:this_is_how_they_get_you:t._castle,B00012182G,Fresh Whole Rabbit: Gourmet Food,gourmet food,58 of 71,2.0,This is how they get you,"January 3, 2007",T. Castle,,"These big internet companies are so good at screwing their companies. Do you see how this scam works??? They sell ""FRESH WHOLE RABBIT"" but when I order it, there's no head or skin! Can you believe?!

Uh, excuse me, do you think a headless rabbit missing its entire skin is ""WHOLE""???

This is totally misleading. I have contacted Amazon 3 times asking them to please send me the skin, feet, and head so I have the complete set and they have ignored me or sent me autoresponder emails that don't specifically address the missing head and so on.

What they do, I'm guessing, is then resell rabbit heads, rabbit feet, and bloody rabbit scalps on another part of this website, and it's all pure profit. What a CROCK"
B0005ZIC1O:the_white_woman_has_an_opinion:spookychick,B0005ZIC1O,"Hostess Twinkies, 15 oz: Gourmet Food",gourmet food,4 of 7,2.0,The white woman has an opinion,"June 3, 2006",SpookyChick,in tha' world!,"Listen up, I'm a big-boned gal who has yo-yoed in weight over the years. Thankfully I'm currently on a downswing, and I hope it stays that way.  Which brings me to Hostess Twinkies which are very overrated.  This is one of my least favorite Hostess snacks, if you want the truth.  The sponge cake is stinky"
B0005ZIC1O:yuck:tall_paul,B0005ZIC1O,"Hostess Twinkies, 15 oz: Gourmet Food",gourmet food,0 of 7,1.0,Yuck,"March 9, 2006",Tall Paul,"San Diego, CA United States","Twinkies were once great but once they sold out to the big corporation, the quality went down the drain. It's too artificial tasting to be considered food. There are a ton of chemicals and additives added. You call this cake"
B0005ZIC1O:not_in_our_house!:rob_ralston,B0005ZIC1O,"Hostess Twinkies, 15 oz: Gourmet Food",gourmet food,1 of 13,1.0,Not in our house!,"November 7, 2005",Rob Ralston,South West of Center,"Come on, this is 2005. Twinkies aren't ""food"" anymore than Cheez Whiz is. Twinkies were invented back in the 30s before science understood the impact of the product on our bodies. Consider that in those days doctors were used to advertise cigarettes in magazines. Everyone needs a sugar fix every once in a while - I'm just as guilty of that - but eating Twinkies is practically self-mutilation. Look at the ingredients list and do some reading. Yikes! Everyone's family deserves tasty snacks that happen to be healthy too. Sorry Hostess, that definitely does not include Twinkies"
"B000CSOZME:very_disappointed:chef_""at_home_chef""",B000CSOZME,Premium Bourbon-Madagascar Vanilla Beans - 7 beans - FREE SHIPPING on Vanilla Beans: Gourmet Food,gourmet food,5 of 8,1.0,Very Disappointed,"March 14, 2007","Chef ""At Home Chef""",,"I placed an order for these beans on March 4th. On the 14th march, I did not receive them as yet. Since the occasion that I needed them for has passed, I sent an email to JR to find out the problem. When he said they were not shipped as yet, I send 2 e-mails requesting cancellation-i sent 2 to make sure they got it and stopped the mailing of my item!
He responded VERY hastily, as used sarcastic comments in his reply.The tone of his reply made me feel as if I did not know anything!!

 I am very disappointed with this whole ordeal!"
B000JSO76Q:no_spices_???:ginger,B000JSO76Q,Stainless Steel Masala Dabba (Traditional Indian Spice Box): Gourmet Food,gourmet food,1 of 2,2.0,No Spices ???,"November 14, 2006",Ginger,Texas,"Where does it say ""does not include spices""?  I was under the impression that the ""Traditional Spice Box"" would come with the traditional spices.  Very disappointed.  Even thought the stainless steel container is nice."
B00025A7O2:cooks_up_to_a_lousy_burger:dwight,B00025A7O2,"Omaha Steaks Gourmet Burgers, (8) 5 Ounce: Gourmet Food",gourmet food,,1.0,cooks up to a lousy burger,"September 12, 2006",Dwight,USA,"These are thin solid and dark patties that cook up tasteless, juiceless and unburgerlike in texture.  Completely unlike their advertising and unlike the regular beef patties sold at the supermarket.  I will never buy Omaha Steak products again.

Omaha Steaks' customer representatives are very nice however.  I wrote to them telling them about my experience and they said I could dump the scary meat and they would credit my card.  Thank you very much."
"B00025A7O2:these_have_gone_way_downhill_in_quality:rko_""radiopictures""",B00025A7O2,"Omaha Steaks Gourmet Burgers, (8) 5 Ounce: Gourmet Food",gourmet food,4 of 7,1.0,These have gone way downhill in quality,"May 8, 2005","RKO ""radiopictures""","Los Angeles, Ca USA","Years ago, these really were ground steak burgers with a very special flavor.  The most recent shipment I had was tastless with an unusually chewy texture.  Not recommended"
"B00025A7O2:eh....:steven_t._moore_""zerostar39""",B00025A7O2,"Omaha Steaks Gourmet Burgers, (8) 5 Ounce: Gourmet Food",gourmet food,15 of 17,2.0,eh....,"June 18, 2004","Steven T. Moore ""zerostar39""","Harrisburg, PA United States","These were good burgers...BUT I did not find anything special about them. I could go to the supermarket near my house and get some ground beef and make my own for  A LOT less money, and they would taste just as good. These are good, but not worth the extra money"
B000AQFQ8U:terrible_hot_pockets:dora_l._linder,B000AQFQ8U,"Hot Pockets Sausage Egg & Cheese, Breakfast Pastries Ready in 1 minute, 4.00 ct: Gourmet Food",gourmet food,0 of 1,1.0,TERRIBLE HOT POCKETS,"April 14, 2006",Dora L. Linder,,"I USUALLY LOVE HOT POCKETS, BUT TRIED THIS TWO WEEKS AGO. TERRILE!!!!!!!!!!!!!!! I WAS GOING TO RATE IT O STARS. THEY TASTE TERRIBLE. THE PACKAGING IS DECEIVING. THERE IS TOO MUCH CHEESE WITH SPRINKLES OF SAUSAGE AND EGG. NASTY!!!!!!!!!!!"
"B00032BPXQ:a_grossses!:e._hopson_""dinosaur_harness_maker""",B00032BPXQ,"Dole USA # 1 Iceberg Lettuce, 1 ct: Gourmet Food",gourmet food,1 of 5,1.0,A grossses!,"January 23, 2007","E. Hopson ""Dinosaur Harness Maker""",Land!,When eating a lattuce is not a meat! Bad of the eating for if meat is better! Chew like paper and green grossing bleck! Lacking blood with tendons is a meal very not proper for a dinosaur meal.
"B00032BPXQ:oh,_jesus.:clarence",B00032BPXQ,"Dole USA # 1 Iceberg Lettuce, 1 ct: Gourmet Food",gourmet food,3 of 4,1.0,"oh, jesus.","December 1, 2006",Clarence,"Flowerland, Japan","After Tuesday, no more lettuce. Never again.

I can still see that lady's eyes.."
"B00032BPXQ:why_do_we_have_to_buy_this_new?:s._herman_""wingnut25""",B00032BPXQ,"Dole USA # 1 Iceberg Lettuce, 1 ct: Gourmet Food",gourmet food,9 of 15,1.0,Why do we have to buy this new?,"August 11, 2006","S. Herman ""wingnut25""",Detroit,"Why doesn't Amazon allow people to sell *used* lettuce? I bought ""To Kill a Mockingbird"" used last week via amazon and saved about 90% off the original price. I don't think it's fair that they are not allowing us to sell it used via Paypal."
