unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
B00069DL1A:horrible_new_layout:r._fitz,B00069DL1A,Moleskine 2007 Weekly Small Pocket Diary CLEARANCE: Office Products,office products,5 of 7,2.0,Horrible New Layout,"January 11, 2005",R. Fitz,,"I don't know why they changed from the old layout to the new skinny vertical columns. The old planner was a lifesaver, but this new layout is unusable. They claim to be the artist's notebook, but what artist is really going to be breaking their day down hour by hour? And even if someone wanted to do that, the tiny columns are worthless. Really a shame"
B00006IDPG:argh!!:,B00006IDPG,"Office Depot(R) Inkjet Paper, 8 1/2in. x 11in., 24 Lb., 108 Brightness, Ream Of 500 Sheets: Office Products",office products,2 of 19,1.0,Argh!!,"August 25, 2005",,,"Every time I write on it holes go right through it! Dont by this! If you fold it, it rips in the fold!! Dont Buy this!!! You will be sorry"
B000051SE7:low_quality_battery:,B000051SE7,Energizer E2 X91RP-8 AA Batteries (8-Pack): Office Products,office products,4 of 5,1.0,Low Quality Battery,"November 17, 2002",,,I used these for my toy car and it leaked in my toy car.Thank god the people who sold me the car gave me a replacement.Never ever use Energizer batteries.Use Duracell M3 instea
"B0007OSLYG:hard_to_use_flimsy:ms._patricia_moynahan_""boston_ma""",B0007OSLYG,Royal 7-Sheet Crosscut Paper Shredder - CC75: Office Products,office products,2 of 2,2.0,hard to use flimsy,"March 10, 2007","Ms. Patricia Moynahan ""boston ma""",boston ma,top had to be on basket properly and paper would be on the floor had to keep vacume handy shredder ran only part of the time and kept jamming and finnaly stopped working had to return
"B0007OSLYG:junk:char_""trekker""",B0007OSLYG,Royal 7-Sheet Crosscut Paper Shredder - CC75: Office Products,office products,1 of 1,1.0,Junk,"March 8, 2007","Char ""Trekker""",Riverside Ca,Maybe I just got a bad one....but this darn thing broke with the FIRST piece of paper I put in it.  I hope you get a better one than I did.
B000FD4F4O:this_is_not_a_fountain_pen:scott_in_dallas,B000FD4F4O,Parker Pen 61949 Stainless Steel Latitude Ballpoint Pen: Office Products,office products,6 of 9,1.0,THIS IS NOT A FOUNTAIN PEN,"June 9, 2006",Scott in Dallas,,"BEWARE!!! DESPITE THE PICTURE AND THE PRODUCT DESCRIPTION, THIS IS NOT A FOUNTAIN PEN.  IT IS INDEED A BALLPOINT PEN AS THE PRODUCT TITLE INDICATES"
B0009VS6RE:not_a_good_set:van_lang_h._nguyen,B0009VS6RE,Chinese calligraphy writing and brush painting / sumi set: Office Products,office products,6 of 6,1.0,Not a good set,"November 17, 2006",Van Lang H. Nguyen,,"The brushes and everything else are super tiny, only a child's hand can hold those. Not a good set at all. Rather just go to micheal's art store and get the sumi set there. Just stay away from this set, unless you you buy this as a gift for your 3 years old child"
"B00006IE5I:good,_but_not_all_i_thought_it'd_be:joe_fusion",B00006IE5I,"Staedtler(R) Multi-4(TM) Multipurpose Writing Instrument, 0.8 mm Medium Point Black/Red Ballpoint, 0.5 mm Pencil, 1.2 mm Orange Highlighter, Black Bar: Office Products",office products,10 of 10,2.0,"Good, but not all I thought it'd be","July 22, 2005",Joe Fusion,Portland OR USA,"I was very excited about this product, given the good reviews. However, I found that refilling the pencil took so much force that I was afraid I'd break it. Even worse, the eraser is useless, due both to the design and the material. If I could find a replacement eraser that was taller & better, this would be a much better product. If I have to carry this plus a separate eraser, it's not really saving me much.

Oh, and the highlighter isn't a marker. Maybe I'm stupid, but I assumed it would be. It's just an orange ink pen, which is not the same as any other highlighter I'd choose to use"
B00006ICA4:penny_waiting_for_change:carolyn,B00006ICA4,MMF Industries Four Coin Tube Set: Office Products,office products,,1.0,Penny waiting for change,"April 10, 2007",Carolyn,"San Diego, CA United States","The penny, nickel and dime molds are defective: the paper sleeves I got from my bank barely fit inside and therefore wrinkle or fold-over, leaving no room for the coins to be dropped in and layered one atop the other. The penny one was so tight that the paper sleeves wouldn't fit in at all. The nickel and dime ones were so tight that after I filled the sleeves--a lot of unfolding, smoothing, trying again--they couldn't easily be slipped out. If you can see coins bouncing on my kitchen table and rolling hither and yon, with me down on my hands and knees swallowing expletives, you've got the picture. The only mold that wasn't defective was the quarter size, and as this is the one that takes fewer coins than all the rest to fill up, it is the least valuable in terms of time-saving. I waited at least a month after buying these before I sat down to roll all my coins so I didn't feel good about asking for my money back, which is why I cannot share anything about this company's return policy that might help you decide whether or not to give them a try as it's possible I was simply unlucky and got sent a set of molds from a bad batch"
B000F74K4K:mold:b._lee,B000F74K4K,"COX35530 Brita Pitcher, Ultramax Smart Large Dispenser, 144 oz.: Office Products",office products,1 of 1,1.0,Mold,"March 4, 2007",B. Lee,"fremont, ca","Throughout the years I have used and owned many different versions of the Brita Pitcher Water Dispenser. All of these filtered water containers have been great. The only complaint I have ever had with these filters is size. The Brita Ultramax Water Filter Dispenser was supposed to answer this problem. Unfortunately due to bad design, it introduced a multitude of problems that never existed with past Brita products.

Pro:

Size: This water dispenser can definitely hold a lot of water. (Ironically, this is really a disadvantage; as you will find below.)

Con(s):

Mold: If you do not let this filter dry within a maximum of two days, you will get mold. This mold will probably make you ill (sore throat) (Conversely if you look at it from another point of view - it will strengthen your immune system). To avoid this problem, the water dispenser should be washed every week at very least (to safe you should wash it more often). I have never had this problem with Brita's other products (I have friends who never washed their Brita pitchers for months, and there is not even the slightest sign of mold when they do wash it).

Left Over Water: Due to the faulty design of the product, there will be left over water both above the filter and below it. Besides turning the product upside down, you cannot dispense all of the water. This is just stupid and hints at the lack of quality assurance testing of this product. Not surprisingly, this helps further contribute to mold growth.

Conclusion:

Save your money and buy Brita's other well designed pitchers or even Pure's pitchers. (The key word is pitcher.) You will only waste time and possibly your health with this poorly designed product"
"B000NBIYA4:falsely_inflated_list_price_and_""discount"":guy_in_pants",B000NBIYA4,Moleskine City Notebook: London: Office Products,office products,,1.0,"Falsely Inflated List Price and ""Discount""","April 17, 2007",Guy in Pants,Houston,"These books are a good idea for the repeat visitor to a city-- basically just a place for notes in the lovely (I think) Moleskine format.  The maps, though, can be found better and cheaper on other places.  MORE IMPORTANT,  this seller has claimed a falsely inflated list price and consequent discount that is misleading.  The list price for these books is 17.95.  Check in any book store.  Shame on the seller"
"B000FNAZ0C:small,_cheap,_easy_to_use,_but_ink_does_not_come_out_very_well.:c._kim",B000FNAZ0C,"Peitite Demi Micro Pen for Journals, Purple Barrel: Office Products",office products,,2.0,"Small, cheap, easy to use, but ink does not come out very well.","February 22, 2007",C. Kim,"New York, NY United States","Almost immediately after I received this never-used pen, I noticed that the ink does not dispense evenly.  Often, it does not write on any surface.  After I scratch the pen tip wildly for ~5 seconds, it starts to write again.  I've thrown it away because it is too inconvenient for use.  However, it is very cheap, so maybe it's okay for someone who doesn't need to use a tiny pen too often"
B00069DL1U:never_received_product:mark_e._schutte,B00069DL1U,Moleskine 2007 Weekly Diary Large CLEARANCE: Office Products,office products,0 of 5,1.0,Never received product,"March 8, 2007",Mark E. Schutte,,I never received the product I ordered and need a refund immediately
"B000GLP0TY:carefull..._check_the_shipping_charge!:n._mcintosh_""math_junkie""",B000GLP0TY,Mini Weekly Planner - January 2007 - Black: Office Products,office products,4 of 4,2.0,CAREFULL... Check the shipping charge!,"November 25, 2006","N. Mcintosh ""math junkie""",,"Planner is nice, but I was charged $6.25 for shipping!  Rip Off!!"
B00006IE59:smooth_operator?_don't_think_so...:c._williams,B00006IE59,"Paper Mate(R) PhD(TM) Multi(TM) Multipurpose Writing Instrument, Pen/Pencil/PDA Stylus, Medium 1.0 mm Point Pen, Fine 0.5 mm Point Pencil, Blue: Office Products",office products,2 of 3,2.0,Smooth operator? Don't think so...,"November 28, 2006",C. Williams,"Atlanta, GA, USA","When I first purchased the Papermate PhD Multi, I thought, ""Wow!"" What an awesome instrument. Felt great in the hand and I Iove the flow of the ink. Very smooth. Nice pencil and stylus as bonus!"" However, because I liked the pen so much and used it every chance I got, within 3 weeks, the ink cartridge was empty. That's when my love of the pen began to falter.
I opened the pen, according to the package instructions, and removed the ink cartridge. However, it never worked the same again. The twist and click feature failed to hold the pen in the advanced position, so whenever I would bear down to write, it would retract and push up into the pen again. 
So, I bought another, thinking I must have done something wrong. Carefully, after the ink ran out in 2 weeks this time (guess I did more writing), I changed the cartridge again. Same thing. At a high price tag ($8-9) for a plastic pen, I bought a third and gave it one more try. Same luck. 
So, while I loved the feel and flow of the pen, it is certainly not worth the price tag for a pen whose mechanisms,  housing and construction will only last a month. 
Won't buy another one. Three times and you're out."
"B000EC3N30:details,_details:laurence_sterne_""tristram""",B000EC3N30,Moleskine 2007 Small Softcover Weekly Planner CLEARANCE: Office Products,office products,2 of 6,2.0,"Details, details","February 16, 2007","Laurence Sterne ""Tristram""",San Francisco,"1.  It's a nice book and well priced. The mole is a pesky creature and deserves to be made into a book cover more than a cow does.
2.  It's flaws:

Difficult to read because print color is so light.

It fell apart at the end-page -spine junction.  I sit on it (back pocket).  Packing tape repair seems to have solved the problem.

It does not mark holidays on the page.  There is an unreadable, cryptic code on some pages which may be an attempt to do this.  In any event, I nearly forgot Elvis' birthday"
"B00016WPKG:cheap_build_quality:michael_espinoza_""mezpin""",B00016WPKG,"Office Depot(R) Brand Kingston Big and Tall Mid-Back Leather Chair, Black: Office Products",office products,,2.0,Cheap Build Quality,"March 26, 2007","Michael Espinoza ""Mezpin""","New York, NY USA",I have owned this chair for about 9 months. The seat bottom has flattened out and has torn a bit -- I can see the polyfill inside. It is not particularly comfortable anymore. The chair also creaks a lot (as is typical with most inexpensive chairs).  It's a lot of money for a chair that has the build quality of one of the cheapie leather chairs that can be had for under $50
B00016WPKG:wear_and_tear:zil,B00016WPKG,"Office Depot(R) Brand Kingston Big and Tall Mid-Back Leather Chair, Black: Office Products",office products,1 of 1,2.0,Wear and tear,"August 28, 2006",Zil,Virginia,"I got this chair because I spend a lot of time on front of my home computer and I wanted a roomy chair that would allow me to move around some. I am tall, six feet, but not big, 127 pounds, and I have had this chair for less than six months and the leather is falling apart and the stuffing is coming out of the seat. I don't mind spending money to get a good chair but I cannot afford to be buying two chairs a year at this price."
"B00016WPKG:seats_6'2""_person_comfortably_but_very_poor_build:nick_reviewer_""nick""",B00016WPKG,"Office Depot(R) Brand Kingston Big and Tall Mid-Back Leather Chair, Black: Office Products",office products,4 of 4,1.0,"seats 6'2"" person comfortably but very poor build","April 29, 2006","Nick Reviewer ""Nick""","Los Angeles, CA USA","After much window shopping (research) I bought this chair two weeks ago and yesterday the thing fell apart while I was leaning back and watching a movie on my comp.

Here is the problem, the back support is connected to the seat only by the two handle bars which are made of plastic. While I was leaning back, one of the handles literally cracked open at the junctions where the bottom (right side) two screws are. I fell back wards head first but luckily, my floor is carpetted and I did not hurt myself that much. 

The manufacturer rates this chair as big and tall (upto 250 pounds) and for 5 hours of daily usage. I weigh around 210 and I had been sitting on it for less than an hour when the incident happened.

I am surely hoping to get my money back but the rest of you big and tall people beware"
B00016WPKG:low_weight_limit_for_a_big_and_tall_chair:will_storm,B00016WPKG,"Office Depot(R) Brand Kingston Big and Tall Mid-Back Leather Chair, Black: Office Products",office products,5 of 11,2.0,Low weight limit for a big and tall chair,"January 1, 2005",Will Storm,SE Kansas,This is a nice chair but has a very low weight limit to be classified a big and tall chair. Very misleading. I personally do not consider 250 lbs as big as that is my ideal weight. So buyer beware
"B000NGK1WS:falsely_inflated_list_price_and_""discount"":guy_in_pants",B000NGK1WS,Moleskine City Notebook: San Francisco: Office Products,office products,3 of 3,1.0,"Falsely Inflated List Price and ""Discount""","April 17, 2007",Guy in Pants,Houston,"These books are a good idea for the repeat visitor to a city-- basically just a place for notes in the lovely (I think) Moleskine format.  The maps, though, can be found better and cheaper on other places.  MORE IMPORTANT,  this seller has claimed a falsely inflated list price and consequent discount that is misleading.  The list price for these books is 17.95.  Check in any book store.  Shame on the seller"
"B000NBIYC2:inflated_""list_price""_and_false_discount:guy_in_pants",B000NBIYC2,Moleskine City Notebook: Paris: Office Products,office products,,1.0,"Inflated ""List Price"" and False Discount","April 17, 2007",Guy in Pants,Houston,"These books are a good idea for the repeat visitor to a city-- basically just a place for notes in the lovely (I think) Moleskine format.  The maps, though, can be found better and cheaper on other places.  MORE IMPORTANT,  this seller has claimed a falsely inflated list price and consequent discount that is misleading.  The list price for these books is 17.95.  Check in any book store.  Shame on the seller"
"B00015YRF8:maybe_some_flowers_or_a_tissue_box_instead_of_dividers:roz_""roz""",B00015YRF8,"Christopher Lowell 31-Day Bill Organizer, Medium Cherry: Office Products",office products,0 of 1,2.0,Maybe some flowers or a tissue box instead of dividers,"January 23, 2007","Roz ""Roz""",Central Texas,"I would have to agree with the problem of the dividers to separate the dates, it just doesn't work. I didn't send it back because it really goes with my desk and I do like the two small drawers. Maybe I can fit some nice flowers or a decorative tissue box or something in the top bin and place mail somewhere else. I wouldn't have put my name on this thing. Does anyone out there need extra plastic dividers for this thing? You can have mine."
B00015YRF8:what_a_piece_of_junk:s._reardon,B00015YRF8,"Christopher Lowell 31-Day Bill Organizer, Medium Cherry: Office Products",office products,9 of 11,1.0,what a piece of junk,"August 14, 2005",S. Reardon,"charlotte, NC","this has got to be to most poorly manufactured item i have bought in a long time. Six of the plastic deviders were either cut too short so they wont fit into both groves spanning the opening, or were bowed in an arc shape. So my 31 day monthly organizer is now a 16 or 17 day organizer. You would think that someone would check the quality of something they are going to attach their name too and sell"
B0004F7HA2:magnets_don't_stick_to_back.:jodawi,B0004F7HA2,Expo Magnetic Dry Erase Board Set: Office Products,office products,13 of 13,2.0,Magnets don't stick to back.,"February 16, 2005",Jodawi,"Seattle, WA USA","To attach this to your fridge, you have to attach the magnets to the back of the board. Unfortunately, the magnets stick very poorly, and after 10 or 20 minutes, the board falls down, leaving the magnets behind. I tried pressing them down overnight, but that didn't help. Now have to go find some epoxy to stick them on.

Update: after gluing them to the back, it has worked well. The eraser on the pen is a bit flimsy and I don't expect it to last, but there's always paper towels"
"B0006VZCCO:false_advertising:mary_lou_walker_""jordan""",B0006VZCCO,"Ultra Premium Ink Jet Paper, 8-1/2x11, 24-lb., 500 Sheets/Ream (UNV96241): Office Products",office products,6 of 9,1.0,False advertising,"January 4, 2007","Mary Lou Walker ""Jordan""","Rochester, NY","When one looks at the picture it shows a carton of paper. However, only one ream is sent. I was unaware of this. I got my one ream for 15 dollars after shipping and it was ripped to hell. Customer service wont answer and I guess I am just SOL with it"
"B000CN8TSA:well,_not_for_a_beginner...:melanie",B000CN8TSA,A Complete Calligraphy Kit for Beginners: Office Products,office products,3 of 3,2.0,"Well, not for a beginner...","February 1, 2007",Melanie,,"You will still need either a good book or a friend to help you figure out how to hold the pen and make the letters.  This is just a kit w/ paper and pens and the pens weren't even that great.  No matter how you write they don't make lines that transition between fat and thin.  Might as well use a regular pen...
I am kinda dissapointed and will keep looking for better pens.  
I give it 2 stars for dollar value."
B000FD2NXE:the_picture_is_misleading:g._li,B000FD2NXE,Parker Pen 61936 Silky Black Latitude Ballpoint Pen: Office Products,office products,,1.0,the picture is misleading,"May 25, 2006",G. Li,"San Jose, CA USA",Becareful it is a ballpoint pen but the picture was misleading. so have to return it
1601108354:cheap!:eric_baker,1601108354,"Electric, Personal Hair Remover, Trimmer, Groomer, The Office, Christmas Stocking Stuffers, Christmas Gifts, White Elephant Gift Ideas: Office Products",office products,1 of 1,1.0,CHEAP!,"March 14, 2007",Eric Baker,"Georgia, United States","Other than the fact that it turns on, this is a very cheaply made, cheap looking, cheap feeling product. The bottom battery cover doesn't even connect properly and feels as if it will pop off at any moment. Did I mention CHEAP?!?"
B000G600CQ:a_huge_disappointment:bubbles,B000G600CQ,Blendy Pens El Grande Activity Kit Retail Color Box: Office Products,office products,1 of 3,1.0,A HUGE DISAPPOINTMENT,"January 23, 2007",Bubbles,,"Bought three different kits, small to amuse the grandkids when they visit, medium to keep handy for next needed gift occasion. and El Grande for a X-Mas gift for the kids.  The pens looked great on TV but didn't work at all when we tried to use them.  Dried out too quickly, never mixed the colors so was a very huge dollar amount for low quality markers.  Also, didn't notice small print that the El Grande kit MIGHT come in a brown cardboard box--IT DID, I bet all El Grande kits came that way.  Looked terrible!"
B000G600CQ:a_little_disappointed:teresa_jones,B000G600CQ,Blendy Pens El Grande Activity Kit Retail Color Box: Office Products,office products,1 of 1,2.0,A little disappointed,"January 11, 2007",Teresa Jones,Georgia,"I must admit I had no idea what they were, but my daughter wanted them. 
I was disappointed that all you do is basically rub the pins together to get another color. This color did not last long so you had to keep doing that little process to get the colors to blend.  My daughter who is 7 lost interest quickly.  She uses them like regular markers.  I could have paid 5 dollars for a new pack of markers. As for the material to use them on, she used them all in a couple of hours."
B000ID7QNI:no_rotation_adjustment:lcd_owner,B000ID7QNI,LCD Monitor Flat Screen TV Swing Arm VESA Wall Mount ML10B: Office Products,office products,1 of 3,2.0,No rotation adjustment,"March 5, 2007",LCD Owner,"Long Island, NY, USA","I purchased this mount to hang a 15"" LCD TV, weighing less than 9 pounds (the specifications rate it up to 33 lbs).  I carefully measured and used a level to mount the swing arm on the wall, but when I hung the TV, the position of the arms and the small amount of ""give"" between the arm segments caused the TV to hang at a slight, but noticable, angle.  You can tighten the arm segment joints, which helps the problem somewhat, but you won't be able to swing the arm around once tightened.  The swivel adjustments only allow you to change the side-to-side angle and the vertical tilt, there is no way to fix the rotation of the set."
B0007D63OC:don't_waste_your_money:diane_hoffman,B0007D63OC,"Paper Cutter w/Slim Design and Slide-Out Arm will Cut 12"" x 12"" Paper: Office Products",office products,12 of 13,1.0,don't waste your money,"December 8, 2005",Diane Hoffman,"Bradford, MA.",it was much smaller than i thought.  It had a long arm that attached to cut larger papers.  But it sagged so you only kept half of the paper up.  Then when cutting it worked great until the very end.  The very end it would not cut.  Very disapointe
"B00063NW3S:mostly_waterproof,_but_not_for_writing_checks;_not_for_lower-priced_lamys.:s._blackwelder_""fountain_pen_daily_user""",B00063NW3S,Lamy Cartridges Refill - Blue/Black (5) T10BB: Office Products,office products,,2.0,"Mostly waterproof, but not for writing checks; not for lower-priced Lamys.","December 30, 2006","S. Blackwelder ""fountain pen daily user""",,"This ink has the ancient ""iron gall"" formula with its nifty aroma. Iron gall ink is waterproof but not safe enough for writing checks. Iron gall ink looks good from a ""wet-writing"" pen, but the lower-priced Lamy ""Safari"" and ""Al-Star"" pens are not ""wet"" enough. Also, you should never let iron gall ink dry out in a pen (permanent clogging!), and you should flush an iron-gall-using pen in both directions with plain water (pulling water in and forcing water out) every month or so"
"B0006BAHO2:save_your_money:v._goldberg_""catdance@ix.netcom.com""",B0006BAHO2,"Office Depot(R) Brand White Copy Paper, 20 Lb., 104 Brightness, 8 1/2in. x 11in., Case Of 10 Reams: Office Products",office products,1 of 1,1.0,Save your money,"March 10, 2007","V. Goldberg ""catdance@ix.netcom.com""","Bremerton, WA United States","Don't get me wrong -- this is a great product; however, $27.97 for shipping from Amazom or $7.95 shipping from Office Depot. Whatsup with that?  Is Amazon tacking on a $20 handling fee?  I ordered directly from Office Depot and now it makes me wonder how many of my other purchases from Amazon were the same"
"B0006BAHO2:shipping:mr._tim_jebara_""cryptmagic""",B0006BAHO2,"Office Depot(R) Brand White Copy Paper, 20 Lb., 104 Brightness, 8 1/2in. x 11in., Case Of 10 Reams: Office Products",office products,9 of 12,1.0,Shipping,"November 27, 2006","Mr. Tim Jebara ""CrYpTmAgIc""","New York, NY USA",Does it make any sense to purchase paper for 30.99 and then pay 27.99 for shipping to recieve it.  Someone over there should really look at how realistic that is
B0008GNWXI:not_the_best:m._r._adams,B0008GNWXI,"PAC27510 Magnetic Alphabet Letters,Plastic, Lower Case, 1-1/2"", 36Ct.: Office Products",office products,8 of 8,2.0,Not the best,"December 11, 2005",M. R. Adams,"Norfolk, VA USA","Product description describes a tub of 108. The actual item is only 36 pieces. Not very happy about only getting 36 when the description stated otherwise. Additionally, the packing was covered in a layer of dirt so thick I couls not read the label"
B0006HVHCW:not_so_good:sanjiv_thakor,B0006HVHCW,"Heat Runner Portable Heater, Four Settings, 8-3/4""x8""x12-3/4"",Light Gray HEA33551: Office Products",office products,,2.0,Not so good,"December 16, 2006",Sanjiv Thakor,,This heater died after a month of usage.  I would rather go to Walmart and buy a cheap one (which I did) and it has lasted me for 2 months so far (with heavy usage).  If that one breaks I can atleast drive down and return it Vs the hassle of Shipping it.
160110832X:not_happy_with_the_size_of_the_product:venkata_anuroop_appineni,160110832X,"Magic Wand Massager Therapeutic Body Massage Back Massager, The Office, Christmas Stocking Stuffers, Christmas Gifts, White Elephant Gift Ideas: Office Products",office products,1 of 2,2.0,Not happy with the size of the product,"February 18, 2007",Venkata Anuroop Appineni,,Not happy with the size of the produc
